"Y","Z","X","U","ps_observed_true","ps_ideal_true","w_observed_true","w_ideal_true"
1.81394213992803,0,-0.443632428519763,0.581620981126776,0.5,0.517441549793536,1.02020202020202,1.09395020273703
-0.476451878751783,1,-0.514800670586481,-1.01966336722651,0.5,0.469448207603826,1.02020202020202,0.902705478789548
2.32248542356365,0,1.18067060679967,0.564752995589096,0.5,0.516936108320092,1.02020202020202,1.09173811395736
0.973510416468934,1,1.5731868478719,-1.243065145607,0.5,0.462777040838124,1.02020202020202,0.878827056652107
1.26723882945143,1,0.093360215272022,-0.590485309518137,0.5,0.482292848899036,1.02020202020202,0.950414027948838
-0.954157479748277,0,0.165142868311283,-1.93829293692429,0.5,0.442111957900496,1.02020202020202,0.808483922523488
1.22603123652252,1,-0.338525281501011,-0.386865597718009,0.5,0.48839611602783,1.02020202020202,0.973922833348772
1.40607605386961,1,-0.779741936403831,0.935409759245557,0.5,0.528032864737368,1.02020202020202,1.14139344689404
1.08298169055743,0,0.385528301565115,0.366836175368694,0.5,0.511003308476293,1.02020202020202,1.06611479520032
0.227875906903906,0,-1.83045675395468,-0.797418125748104,0.5,0.476095693644629,1.02020202020202,0.927104019901426
1.01338462671503,0,-0.543968104798845,-0.278467107787216,0.5,0.491646764043212,1.02020202020202,0.986674199011704
0.754003997661931,0,-0.137872133424849,1.88100965406444,0.5,0.556191910292657,1.02020202020202,1.27854386537831
0.577152254207401,1,0.296186116058919,-0.292946855607451,0.5,0.49121249926255,1.02020202020202,0.98496127237752
0.305609132038608,1,-0.433644915367785,1.61057431323273,0.5,0.548167390114386,1.02020202020202,1.23771827567989
2.76718000363745,1,-0.502381453655267,0.585946672786271,0.5,0.517571161457933,1.02020202020202,1.09451820109557
1.54181002053765,1,0.112626033178676,-0.54099406111799,0.5,0.483775875832616,1.02020202020202,0.956075283473975
1.52510154602736,0,-0.781480953190318,-0.73175871921651,0.5,0.478061333631074,1.02020202020202,0.934437645219709
0.671918637931192,0,0.915930033212789,-4.58982570089395e-05,0.5,0.49999862305229,1.02020202020202,1.02019640115815
2.55625223256926,0,0.179025647483244,-0.048960447335495,0.5,0.498531190805037,1.02020202020202,1.01422564807073
-0.347518310812109,0,0.0140540719148984,-0.184299683446843,0.5,0.494471234845279,1.02020202020202,0.997886940353527
4.92988612033774,0,0.66385027064269,1.74455198501269,0.5,0.552146252371321,1.02020202020202,1.25777829279936
-1.8920439441755,1,-1.78098707051411,0.0605389896504611,0.5,0.501816161702109,1.02020202020202,1.02764044632132
1.53710173212167,0,-1.20977019538073,0.625567628070224,0.5,0.518758220774551,1.02020202020202,1.09973449454534
2.10762085841881,1,-1.40205531713891,-0.0546496245965561,0.5,0.498360517137838,1.02020202020202,1.01353347123326
3.0846695462994,0,1.83152213504614,1.0664972572397,0.5,0.531951319271862,1.02020202020202,1.15949009775225
-0.495887560797313,1,-1.42540003002646,-0.522880544334985,0.5,0.484318728120543,1.02020202020202,0.958155689946694
-1.00041806564469,0,-2.16598902491534,-1.00757219259222,0.5,0.469809604474033,1.02020202020202,0.904016201800935
0.713854362867228,0,-0.788667275859671,-1.71475024600547,0.5,0.448738239261646,1.02020202020202,0.830465109031782
0.370366195756815,0,0.17189206029421,2.15193257638105,0.5,0.564201606349293,1.02020202020202,1.32079334615473
3.0168297079502,1,-1.24395599091499,2.25326183992344,0.5,0.567188995674229,1.02020202020202,1.33695158727448
1.81851183089616,0,0.318580751917608,0.202315024494729,0.5,0.506069152635298,1.02020202020202,1.04527339127544
0.448933372665984,1,-1.63056885234107,0.360384546765737,0.5,0.510809851713871,1.02020202020202,1.06528973341625
-1.84120718995637,0,0.395340614332459,-0.451319015494934,0.5,0.48646373799625,1.02020202020202,0.966419170327599
-0.88857572777177,0,-1.8481507197084,-0.236980321865728,0.5,0.492891069419831,1.02020202020202,0.991598519446996
-0.362773296346911,1,-2.52924543988338,-1.09633216416931,0.5,0.46715739139596,1.02020202020202,0.894438445347052
1.55597185214598,1,0.279419923395154,0.429271982141936,0.5,0.512875312481052,1.02020202020202,1.07413244146974
0.57746229842812,0,0.824337972671435,-2.14321486169807,0.5,0.436055630374958,1.02020202020202,0.78884524607415
0.167470088252041,0,-0.621761966525956,0.276831546463603,0.5,0.508304182731675,1.02020202020202,1.05466212216526
0.233745126348442,1,0.92795700269812,-1.15008938176253,0.5,0.465551978705885,1.02020202020202,0.88868711317282
0.115222936967093,0,0.265901628734904,-1.21926372346637,0.5,0.463487201156843,1.02020202020202,0.88134072472747
-0.0301778280570133,1,-0.651890180987931,-0.146446444032701,0.5,0.49560671974334,1.02020202020202,1.00243004119835
0.203969234649831,1,-0.203062557433992,0.698298815247295,0.5,0.520936714866784,1.02020202020202,1.10937470141697
-0.0443193549240235,1,1.47271345379232,0.610229434816399,0.5,0.518298706889021,1.02020202020202,1.09771220338919
1.00251965691418,0,0.167489449587136,-0.1433551313914,0.5,0.495699452112826,1.02020202020202,1.00280196913782
1.05282085025014,1,1.0481705839184,1.68617919457439,0.5,0.550413490312642,1.02020202020202,1.24899867470199
0.448516271307609,1,-1.5409854099298,-0.000205148685513578,0.5,0.499993845539435,1.02020202020202,1.02017690533875
2.29194667797476,1,-0.843619214452704,-0.141308314922882,0.5,0.495760852128795,1.02020202020202,1.00304830557912
-0.472045365641024,1,1.27788469517402,-0.398653235703631,0.5,0.488042683213227,1.02020202020202,0.97254617725548
1.12807523894766,1,0.227829000780628,-0.296985775975107,0.5,0.491091369596122,1.02020202020202,0.98448400642789
2.00988901033691,0,-0.138575823380799,-1.82410248963288,0.5,0.445494382828012,1.02020202020202,0.819638711087794
0.879736571169125,1,-0.59582636585876,-0.083087364433324,0.5,0.497507399716196,1.02020202020202,1.01008065386287
